comment,date,support_number,user
原来微信能发原图的嘛,49分钟前 来自网页    ,0,三也九目
知道又咋滴，有人在乎我去哪吗,50分钟前 来自网页    ,0,檩九
就好像裸奔了，还在意没穿袜子一样,50分钟前 来自网页    ,0,柏yiyi
微信有隐私？笑话,50分钟前 来自网页    ,0,CD东东东
我摊牌了！我就是我，不一样的烟火！ 我都直接告诉我位置，重要的是没人看,50分钟前 来自网页    ,0,luo七七di
早就知道，而且我能修改这个。在北京拍的照片我能把位置信息改到美国去,50分钟前 来自网页    ,0,反正名字再长也是没有人看的
微信里面难道不都是熟人？根本不用顾虑这些的好吧，反倒是微博才应该注意保护好用户的隐私，发一张图就能知道位置的那种事情我希望不要再发生～,51分钟前 来自网页    ,0,佩西莱雅
啥叫原图,51分钟前 来自网页    ,0,九月心情说
微信里面难道不都是熟人？根本不用顾虑这些好吧，反倒是微博才应该注意保护好用户的隐私，发一张图就能知道位置的那种事情我希望不要再发生～,52分钟前 来自网页    ,0,佩西莱雅
谁会闲着没事，专门下个软件监督你去了哪里啊,52分钟前 来自网页    ,0,踏春枝
 ,52分钟前 来自网页    ,0,游永进的父亲
2017年就辟谣了，还在这里造谣呢？,53分钟前 来自网页    ,0,小易Richard
泄露吧！我想别人知道我在哪里！好请我吃饭呢！,54分钟前 来自网页    ,0,XP-BF
最好别用微信发原图！当心泄露你的位置信息,54分钟前 来自网页    ,0,闽荣医疗
这不就是摄影测量学吗？,55分钟前 来自网页    ,0,这届网友有点差
本来不会的，你发完视频都学会了……是不是故意教大家的,55分钟前 来自网页    ,2,电影大爷
还是QQ好用,55分钟前 来自网页    ,0,是草莓味的CC呀
啊,55分钟前 来自网页    ,0,娜琏的lovely
啊,55分钟前 来自网页    ,0,娜琏的lovely
连点赞的都没有，还会有人关心你的位置？不要想多了，你不重要。,56分钟前 来自网页    ,0,东京都的烟
这算什么暴漏隐私，隐私早都没了...,56分钟前 来自网页    ,0,下着雨_秋
？,56分钟前 来自网页    ,0,何辞丶
 你看，老是发原图,57分钟前 来自网页    ,0,Left_锦
还有什么隐私啊，哈哈,57分钟前 来自网页    ,0,abtapple
互联网时代大家都在裸奔,58分钟前 来自网页    ,0,巢小小帅
啊哦，三个条件全部满足，并且经常发原图,58分钟前 来自网页    ,0,章鱼小丸子呀lhh
这条热搜和高以翔遗体回台的新闻同步热，两三个小时过去了，它依旧在热榜，而以翔的热搜快降没了！大家都心知肚明，心塞！,58分钟前 来自网页    ,0,婷婷婷儿婷婷
最好别用微信发原图！当心泄露你的位置信息,今天 20:33 来自网页    ,0,禾岩农业
不会吧，真有这种弱智热搜？拍照的时候你是可以设置记不记录位置信息的好吗,今天 20:33 来自网页    ,1,决定祎辈子了
大家都是刚知道的吗。。。,今天 20:33 来自网页    ,0,ErxiatJan
位置有影响吗？来找我吧。我要发原图了。,今天 20:33 来自网页    ,0,东京都的烟
这不用专家解答也知道啊,今天 20:32 来自网页    ,0,江云云云
哪里还有隐私可言，后台盗用照片身份证号！简直不要脸！有监管部门么？监管部门不存在的，哪怕一夜成立的可能性也小的很！ ,今天 20:32 来自网页    ,0,AuScorpion
这不p图都不行了,今天 20:32 来自网页    ,0,女版陈奕迅
不是或泄露，我看过，真的已经泄露了,今天 20:32 来自网页    ,1,Juker日月明
我还有隐私吗？你们吃饱了就好好研究些有用的。,今天 20:31 来自网页    ,0,Baymax9608
这也行？,今天 20:31 来自网页    ,0,李姣莺
这么恐惧,今天 20:30 来自网页    ,0,鱼在心海处
 注意点,今天 20:30 来自网页    ,0,1橙子Baby
 ,今天 20:30 来自网页    ,0,柴家的小朋友嗷
我的大学,今天 20:29 来自网页    ,0,被害妄想症的董小姐_
有了网络，个人隐私没了,今天 20:29 来自网页    ,0,陈静-企鹅问保创始人
苹果手机怎么关闭,今天 20:29 来自网页    ,0,书情的微博
吓的我赶紧关闭位置信息,今天 20:29 来自网页    ,0,橘子可乐爱西瓜
？？,今天 20:28 来自网页    ,0,-阿冯如意
这个发现没必要吧,今天 20:28 来自网页    ,0,淡然处世除尽一切铅华
我家宝很早给我说过诶，突然他的形象更高大了,今天 20:28 来自网页    ,0,就酱1920
 ,今天 20:28 来自网页    ,0,明白人小昕
暴露就暴露吧，我妈对我很放心 ,今天 20:27 来自网页    ,0,夕阳下的光影2
泄露位置有啥？大街上那么多人都位置尽收眼底，能怎么样,今天 20:27 来自网页    ,0,尼玛的全蛋
准确的说，是以前的安卓,今天 20:27 来自网页    ,0,旧殇和殇
